customer_id,signup_date,account_age_months,plan,industry,region,seats,active_users_ratio,monthly_logins,feature_usage_score,support_tickets,avg_response_time_hours,billing_delay_days,mrr_usd,nps,churn
CUST-00244,2024-03-29,24,Starter,Services,NA,8,0.516,46,64.6,2,6.8,1,42.01,82,0
CUST-00245,2021-03-03,61,Starter,Healthcare,NA,1,0.888,66,74.3,4,6.1,3,50.8,73,0
CUST-00246,2023-08-12,32,Pro,Retail,NA,13,0.712,60,87.1,2,11.1,3,146.07,39,0
CUST-00247,2021-05-12,59,Enterprise,Manufacturing,APAC,177,1.0,42,95.3,2,8.2,2,1783.76,54,0
CUST-00248,2023-07-02,33,Business,Retail,NA,45,0.785,78,92.9,2,9.9,1,529.81,73,0
CUST-00249,2022-01-03,51,Pro,Retail,APAC,25,0.833,56,74.5,1,8.8,1,185.42,48,0
CUST-00250,2021-06-12,58,Starter,Services,NA,2,0.716,52,82.5,3,6.4,1,56.08,49,0
CUST-00251,2021-10-02,54,Business,Healthcare,LATAM,93,0.831,61,88.0,1,5.3,1,422.66,33,0
CUST-00252,2022-03-14,49,Enterprise,Education,LATAM,380,0.944,63,75.7,2,10.3,2,2315.13,41,0
CUST-00253,2023-05-26,34,Starter,Retail,LATAM,10,0.876,55,78.5,3,13.4,0,55.65,82,1
CUST-00254,2023-03-28,36,Business,Manufacturing,APAC,27,0.515,81,69.0,1,6.8,0,498.9,57,0
CUST-00255,2023-05-25,34,Starter,Manufacturing,LATAM,9,0.838,39,100.0,1,5.0,4,58.62,53,0
CUST-00256,2021-01-26,63,Business,Healthcare,LATAM,48,0.855,64,93.3,1,10.8,1,425.52,56,0
CUST-00257,2024-03-16,24,Starter,Education,LATAM,4,0.715,44,64.4,4,8.3,1,59.34,82,0
CUST-00258,2022-06-05,46,Pro,Services,EU,18,1.0,68,74.4,3,9.6,2,163.47,51,0
CUST-00259,2021-05-14,59,Starter,Healthcare,APAC,2,0.973,78,91.6,4,8.8,4,36.37,68,0
CUST-00260,2024-01-20,26,Pro,Services,APAC,15,0.916,69,95.6,4,10.6,1,135.65,73,0
CUST-00261,2023-08-10,32,Pro,Retail,LATAM,10,0.698,43,83.7,0,3.1,0,146.29,89,0
CUST-00262,2021-04-09,60,Pro,Manufacturing,NA,14,0.601,48,85.9,0,4.6,1,144.57,45,0
CUST-00263,2022-06-09,46,Business,Manufacturing,LATAM,86,0.893,67,100.0,1,5.0,2,353.58,41,0
CUST-00264,2023-12-24,27,Starter,Retail,APAC,7,0.914,69,70.3,5,12.7,1,47.44,35,0
CUST-00265,2023-03-31,36,Business,Healthcare,LATAM,98,0.476,59,68.5,2,8.1,3,484.82,63,0
CUST-00266,2021-08-22,56,Starter,Manufacturing,APAC,6,0.873,44,91.5,0,7.7,4,33.04,100,0
CUST-00267,2023-04-21,35,Business,Services,APAC,26,0.742,79,68.8,2,5.6,2,489.43,72,0
CUST-00268,2021-08-15,56,Starter,Retail,EU,10,0.439,63,89.1,3,8.3,2,59.72,34,0
CUST-00269,2022-02-27,49,Pro,Healthcare,EU,15,0.85,58,76.9,0,7.1,2,130.38,89,0
CUST-00270,2021-08-23,56,Pro,Manufacturing,LATAM,8,0.916,64,81.4,2,9.8,0,162.76,55,0
CUST-00271,2023-04-13,36,Enterprise,Education,LATAM,158,0.727,39,98.6,4,6.3,2,2063.45,37,0
CUST-00272,2024-01-23,26,Pro,Retail,NA,9,0.621,29,46.2,1,7.4,1,163.86,52,0
CUST-00273,2021-02-23,62,Starter,Education,LATAM,3,0.967,42,80.2,4,7.9,4,39.93,49,0
CUST-00274,2022-12-26,39,Business,Manufacturing,EU,66,0.68,70,68.5,0,7.8,0,372.02,50,0
CUST-00275,2021-10-26,53,Starter,Services,NA,1,0.884,58,82.0,1,11.3,2,48.37,88,0
CUST-00276,2023-06-20,33,Starter,Retail,APAC,5,0.483,56,46.9,3,2.3,3,56.24,38,0
CUST-00277,2021-06-17,58,Pro,Services,APAC,15,0.842,58,75.2,1,5.0,0,172.84,36,0
CUST-00278,2022-03-16,49,Business,Manufacturing,LATAM,28,0.838,87,83.5,0,6.2,4,502.68,78,0
CUST-00279,2021-09-05,55,Enterprise,Retail,LATAM,426,0.911,73,88.9,0,5.5,0,2183.96,52,0
CUST-00280,2023-11-14,28,Enterprise,Services,NA,217,1.0,61,98.9,1,8.9,0,1998.7,52,0
CUST-00281,2021-04-10,60,Starter,Education,LATAM,7,0.588,41,28.3,5,11.2,4,40.34,57,0
CUST-00282,2022-11-30,40,Starter,Retail,EU,1,0.788,36,59.8,8,13.0,2,53.82,29,1
CUST-00283,2021-05-25,59,Business,Services,EU,51,0.575,84,67.6,2,5.1,0,573.09,45,0
CUST-00284,2022-12-21,39,Starter,Healthcare,EU,10,0.503,39,62.1,4,6.9,1,45.51,46,0
CUST-00285,2023-07-11,33,Pro,Healthcare,NA,27,0.693,38,71.8,3,6.9,4,154.06,49,0
CUST-00286,2023-06-22,33,Enterprise,Retail,APAC,272,0.841,62,70.8,0,4.1,0,2246.38,60,0
CUST-00287,2021-02-10,62,Starter,Retail,EU,6,0.962,46,56.1,3,9.8,0,29.53,20,0
CUST-00288,2023-07-18,32,Pro,Services,APAC,6,1.0,67,83.8,3,8.4,0,167.2,60,0
CUST-00289,2021-12-23,52,Business,Education,APAC,71,0.727,68,62.4,1,5.0,1,465.76,90,0
CUST-00290,2023-03-30,36,Pro,Education,EU,7,0.826,71,83.8,2,5.2,2,167.31,72,0
CUST-00291,2024-03-02,25,Enterprise,Services,LATAM,222,0.921,73,66.6,2,5.9,3,1473.47,57,0
CUST-00292,2021-05-23,59,Pro,Healthcare,APAC,29,0.895,75,87.7,3,7.4,1,117.78,68,0
CUST-00293,2022-03-12,49,Starter,Services,LATAM,3,0.685,58,65.2,5,9.1,3,55.75,59,0
CUST-00294,2023-11-07,29,Business,Manufacturing,NA,83,0.791,63,82.0,0,7.2,1,574.09,51,0
CUST-00295,2021-06-19,58,Business,Retail,NA,22,0.763,60,69.7,3,12.2,1,493.34,79,0
CUST-00296,2021-11-10,53,Enterprise,Services,LATAM,272,0.749,51,74.4,0,2.6,2,2081.84,67,0
CUST-00297,2022-10-21,41,Pro,Services,LATAM,29,0.729,81,68.9,3,11.6,0,139.93,49,0
CUST-00298,2024-04-10,24,Pro,Healthcare,LATAM,8,0.762,55,91.1,3,10.5,3,135.93,84,0
CUST-00299,2021-12-20,52,Starter,Services,APAC,10,0.649,56,44.5,4,10.3,1,44.37,12,0
CUST-00300,2022-04-08,48,Starter,Manufacturing,EU,4,0.54,69,54.5,4,13.7,2,59.35,25,0
CUST-00301,2023-08-13,32,Enterprise,Manufacturing,APAC,339,0.909,65,96.1,2,7.3,4,2295.88,75,0
CUST-00302,2021-05-24,59,Enterprise,Healthcare,APAC,240,0.857,52,93.5,1,7.6,1,2262.02,77,0
CUST-00303,2022-01-29,50,Pro,Education,NA,18,1.0,74,100.0,3,9.1,1,141.5,93,0
CUST-00304,2022-01-15,51,Enterprise,Education,EU,255,0.835,55,72.2,4,10.0,1,2397.71,14,0
CUST-00305,2022-04-27,47,Pro,Services,NA,9,0.717,60,54.7,2,8.8,0,169.15,73,0
CUST-00306,2022-11-20,40,Business,Services,LATAM,20,0.686,77,62.0,0,5.6,0,475.22,40,0
CUST-00307,2021-09-23,55,Pro,Retail,APAC,16,0.787,53,77.1,0,6.7,0,139.26,73,0
CUST-00308,2022-04-15,48,Business,Education,APAC,49,0.863,78,92.8,1,4.9,1,392.25,64,0
CUST-00309,2024-01-06,27,Business,Manufacturing,LATAM,97,0.743,91,76.5,0,3.9,2,489.56,80,0
CUST-00310,2023-09-22,30,Pro,Services,APAC,22,0.559,44,67.3,1,4.9,4,139.91,52,1
CUST-00311,2024-02-22,25,Business,Manufacturing,LATAM,72,0.669,86,76.5,3,7.9,2,481.93,71,0
CUST-00312,2023-03-30,36,Pro,Education,APAC,28,0.783,51,76.9,2,10.2,3,169.23,45,0
CUST-00313,2022-11-30,40,Business,Manufacturing,EU,84,0.891,98,75.6,1,5.4,0,535.14,64,0
CUST-00314,2021-09-14,55,Starter,Manufacturing,LATAM,5,0.487,39,50.1,3,10.4,5,52.33,51,0
CUST-00315,2021-07-10,57,Starter,Education,APAC,8,0.75,53,89.7,2,8.4,3,39.26,89,0
CUST-00316,2022-10-09,42,Business,Healthcare,NA,96,0.813,92,90.6,3,7.7,2,505.93,72,0
CUST-00317,2022-05-01,47,Business,Manufacturing,LATAM,80,0.712,90,61.0,1,9.9,1,591.82,64,0
CUST-00318,2023-08-04,32,Enterprise,Healthcare,EU,396,0.692,66,67.7,2,9.5,1,2143.43,68,1
CUST-00319,2021-01-12,63,Starter,Manufacturing,EU,10,0.6,40,83.5,1,6.6,2,42.0,77,0
CUST-00320,2023-12-06,28,Starter,Retail,NA,7,0.731,58,57.9,2,7.5,3,59.98,65,0
CUST-00321,2021-07-24,57,Pro,Retail,EU,10,0.949,63,81.9,4,10.1,2,171.36,40,0
CUST-00322,2022-04-19,48,Business,Retail,LATAM,87,0.96,69,79.4,1,2.8,0,453.84,79,0
CUST-00323,2022-03-04,49,Enterprise,Education,LATAM,303,0.611,62,55.6,1,4.5,3,2191.29,57,1
CUST-00324,2024-01-15,26,Business,Healthcare,EU,52,0.752,63,100.0,2,8.9,0,472.59,52,0
CUST-00325,2023-05-15,35,Pro,Manufacturing,LATAM,7,0.451,33,61.4,2,3.7,5,141.63,35,0
CUST-00326,2021-02-13,62,Business,Services,NA,81,0.796,54,79.8,4,8.0,2,563.75,64,0
CUST-00327,2023-10-21,29,Starter,Services,APAC,4,0.8,80,50.2,6,11.1,3,54.96,57,1
CUST-00328,2023-03-24,36,Enterprise,Manufacturing,APAC,153,1.0,59,100.0,3,16.1,2,2311.54,46,0
CUST-00329,2021-03-23,61,Pro,Services,NA,5,0.512,44,100.0,1,8.3,1,124.27,34,1
CUST-00330,2023-07-28,32,Pro,Services,NA,29,0.617,41,46.5,3,11.5,0,158.89,86,0
CUST-00331,2021-02-10,62,Pro,Retail,APAC,18,0.802,75,72.1,3,6.8,0,111.21,73,0
CUST-00332,2022-05-26,46,Business,Education,APAC,33,0.537,50,94.0,0,6.4,2,506.77,60,0
CUST-00333,2021-07-14,57,Starter,Healthcare,LATAM,10,0.736,43,60.5,5,6.6,1,48.64,60,0
CUST-00334,2021-01-14,63,Starter,Healthcare,NA,8,0.803,55,75.7,5,10.2,3,45.51,43,0
CUST-00335,2022-11-03,41,Business,Services,LATAM,94,0.588,67,45.4,2,9.0,1,489.62,51,0
CUST-00336,2023-04-05,36,Enterprise,Healthcare,LATAM,224,0.8,67,52.7,7,9.7,3,2361.13,45,0
CUST-00337,2022-07-30,44,Pro,Healthcare,LATAM,24,0.598,45,65.5,6,13.1,0,173.6,59,0
CUST-00338,2022-02-16,50,Starter,Retail,EU,10,0.916,81,64.1,5,12.2,3,35.85,29,0
CUST-00339,2022-09-09,43,Pro,Manufacturing,EU,18,0.811,51,69.4,3,7.3,1,162.61,39,0
CUST-00340,2021-07-02,57,Starter,Healthcare,APAC,4,0.614,41,43.7,4,7.8,1,29.41,26,0
CUST-00341,2021-03-01,61,Starter,Education,NA,8,0.524,37,73.5,4,8.1,2,42.74,61,0
CUST-00342,2021-07-08,57,Starter,Education,NA,10,0.768,49,48.5,5,10.1,0,54.4,48,0
CUST-00343,2021-03-07,61,Pro,Manufacturing,LATAM,23,0.984,50,98.1,5,10.2,0,151.69,40,0
CUST-00344,2023-07-12,33,Starter,Education,LATAM,3,0.594,62,63.1,1,7.9,1,46.5,53,0
CUST-00345,2023-01-01,39,Starter,Retail,LATAM,9,0.644,42,76.8,5,9.7,1,55.13,35,0
CUST-00346,2021-08-13,56,Starter,Retail,APAC,8,0.597,51,81.4,2,11.7,3,62.51,28,0
CUST-00347,2022-11-15,41,Pro,Education,LATAM,17,1.0,53,73.2,0,9.5,1,172.96,95,0
CUST-00348,2022-08-04,44,Starter,Healthcare,EU,4,0.424,34,54.6,3,9.4,2,50.16,43,0
CUST-00349,2021-05-14,59,Starter,Services,LATAM,9,0.903,75,63.2,6,11.2,2,46.75,74,0
CUST-00350,2024-03-10,25,Pro,Healthcare,NA,6,0.723,76,68.9,2,6.4,0,165.3,32,0
CUST-00351,2024-01-31,26,Business,Education,APAC,83,0.769,88,54.1,3,9.6,1,457.11,65,0
CUST-00352,2023-06-30,33,Business,Education,APAC,22,0.729,54,85.4,1,7.8,1,457.94,35,0
CUST-00353,2023-08-29,31,Pro,Services,LATAM,13,0.816,43,69.6,1,6.1,2,166.51,100,0
CUST-00354,2022-10-19,42,Business,Healthcare,APAC,93,0.671,94,71.4,2,6.7,1,465.52,25,0
CUST-00355,2023-08-23,31,Business,Services,LATAM,46,0.939,75,93.8,3,9.7,2,416.84,93,0
CUST-00356,2022-09-26,42,Business,Healthcare,APAC,86,0.945,62,92.4,1,6.8,1,565.04,67,0
CUST-00357,2021-07-19,57,Pro,Retail,LATAM,29,0.632,67,65.2,1,5.2,2,127.0,55,0
CUST-00358,2021-07-20,57,Starter,Services,NA,6,0.81,60,95.4,1,6.9,4,60.66,74,0
CUST-00359,2023-10-22,29,Starter,Services,EU,3,0.657,62,80.2,3,7.3,5,60.28,36,0
CUST-00360,2022-06-20,46,Starter,Retail,APAC,3,0.718,30,58.9,4,8.0,1,56.52,66,0
CUST-00361,2023-05-26,34,Pro,Education,APAC,23,1.0,61,77.8,1,6.6,1,161.09,84,0
CUST-00362,2021-06-23,58,Enterprise,Education,LATAM,432,0.679,67,88.4,2,6.3,2,2163.4,57,0
CUST-00363,2022-06-22,45,Starter,Services,APAC,7,0.849,53,92.6,1,4.8,2,62.0,69,0
CUST-00364,2021-04-11,60,Pro,Retail,LATAM,25,0.849,75,53.4,3,11.4,1,125.96,93,0
CUST-00365,2021-09-22,55,Enterprise,Education,LATAM,294,0.751,42,55.4,4,8.9,1,2076.4,64,0
CUST-00366,2021-05-11,59,Pro,Manufacturing,LATAM,26,0.835,59,91.0,1,11.2,0,161.65,50,0
CUST-00367,2021-09-07,55,Starter,Retail,LATAM,2,0.747,77,52.8,4,11.5,3,49.99,66,0
CUST-00368,2022-12-29,39,Enterprise,Manufacturing,LATAM,407,0.606,39,83.3,2,5.6,1,2242.31,45,0
CUST-00369,2021-01-07,63,Starter,Services,EU,9,0.619,57,95.6,4,12.8,0,58.28,35,0
CUST-00370,2021-08-21,56,Starter,Retail,LATAM,3,0.553,59,67.7,5,9.2,4,49.58,53,0
CUST-00371,2023-04-10,36,Pro,Services,NA,8,0.739,58,58.8,3,13.7,1,162.26,37,0
CUST-00372,2021-06-29,57,Starter,Services,LATAM,2,0.912,59,78.0,4,10.5,1,61.12,58,0
CUST-00373,2022-10-29,41,Business,Education,EU,90,0.867,65,94.5,2,9.1,2,367.44,74,0
CUST-00374,2023-11-07,29,Starter,Education,LATAM,3,0.495,52,74.3,0,5.6,6,51.87,91,0
CUST-00375,2023-07-26,32,Business,Healthcare,LATAM,39,0.739,71,69.9,7,13.9,3,606.01,55,1
CUST-00376,2021-05-27,59,Starter,Retail,EU,3,0.745,40,65.9,1,6.0,0,47.34,35,0
CUST-00377,2021-06-27,57,Enterprise,Manufacturing,APAC,159,0.892,75,63.9,4,7.6,3,1893.2,33,1
CUST-00378,2023-04-27,35,Starter,Education,APAC,9,0.612,42,82.5,3,9.6,1,43.6,82,0
CUST-00379,2022-02-20,50,Enterprise,Education,LATAM,409,0.594,36,62.7,1,9.2,0,1886.72,45,0
CUST-00380,2022-05-16,47,Starter,Retail,APAC,1,0.702,49,35.3,2,4.7,1,52.08,30,0
CUST-00381,2022-07-27,44,Business,Manufacturing,EU,85,0.865,65,76.9,1,10.5,2,468.97,47,0
CUST-00382,2022-11-26,40,Business,Education,APAC,62,0.815,71,82.2,2,9.2,1,543.75,75,1
CUST-00383,2022-06-24,45,Pro,Manufacturing,LATAM,19,0.647,40,90.8,1,5.5,1,126.25,60,0
CUST-00384,2021-01-29,62,Starter,Education,LATAM,10,0.973,70,100.0,3,7.7,1,48.22,74,0
CUST-00385,2021-04-24,60,Pro,Retail,LATAM,12,0.765,75,69.7,5,15.7,2,167.82,49,0
CUST-00386,2021-01-01,63,Pro,Services,APAC,21,0.809,61,79.7,5,13.3,2,154.84,31,0
CUST-00387,2021-11-14,53,Pro,Services,LATAM,20,0.681,38,77.7,1,9.5,0,120.81,27,0
CUST-00388,2023-09-08,31,Pro,Services,LATAM,13,0.946,52,81.7,4,9.3,2,130.34,43,0
CUST-00389,2024-03-12,25,Enterprise,Manufacturing,NA,121,0.866,64,76.2,2,9.1,4,2421.0,64,0
CUST-00390,2022-07-25,44,Enterprise,Services,APAC,462,0.827,36,88.6,0,6.4,3,2057.69,46,0
CUST-00391,2021-02-02,62,Pro,Healthcare,NA,24,0.607,38,52.8,5,10.6,1,144.87,63,0
CUST-00392,2021-03-27,61,Starter,Education,EU,3,0.874,41,100.0,1,6.9,1,58.94,47,0
CUST-00393,2023-09-06,31,Starter,Retail,LATAM,1,0.824,61,31.8,6,14.9,1,56.16,19,0
CUST-00394,2022-02-17,50,Business,Services,APAC,84,0.932,104,87.0,3,12.8,1,527.86,61,0
CUST-00395,2023-11-24,28,Enterprise,Services,LATAM,217,0.786,43,86.4,0,4.9,2,2099.98,79,0
CUST-00396,2022-08-31,43,Pro,Services,LATAM,22,0.769,68,84.1,1,3.3,1,158.4,89,0
CUST-00397,2023-11-22,28,Starter,Healthcare,NA,2,0.683,49,53.2,3,12.9,3,39.77,24,0
CUST-00398,2021-06-12,58,Pro,Manufacturing,LATAM,11,1.0,49,60.3,1,10.7,6,143.89,95,0
CUST-00399,2023-10-27,29,Pro,Retail,EU,19,0.699,75,88.0,0,6.5,1,138.07,66,0
CUST-00400,2022-10-18,42,Enterprise,Retail,EU,147,0.602,79,93.7,1,11.1,1,1645.48,46,0
CUST-00401,2022-06-10,46,Business,Education,LATAM,50,0.724,77,75.5,3,9.6,2,451.59,67,0
CUST-00402,2022-09-27,42,Starter,Services,LATAM,4,0.63,58,79.0,4,7.6,2,52.55,73,0
CUST-00403,2022-01-28,50,Starter,Retail,LATAM,7,0.899,63,68.1,4,6.6,4,52.01,27,0
CUST-00404,2022-12-25,39,Starter,Retail,LATAM,2,0.507,48,70.7,3,5.5,2,60.12,40,0
CUST-00405,2023-07-14,33,Business,Services,APAC,91,0.696,75,92.3,2,7.7,2,471.71,47,0
CUST-00406,2023-08-31,31,Business,Education,EU,21,0.809,82,65.1,5,9.8,1,400.87,63,0
CUST-00407,2024-03-19,24,Starter,Manufacturing,LATAM,7,0.9,82,95.3,3,7.4,3,55.37,86,0
CUST-00408,2022-05-11,47,Starter,Services,LATAM,2,0.817,53,50.5,3,8.5,1,43.29,59,0
CUST-00409,2023-07-12,33,Enterprise,Manufacturing,APAC,148,1.0,67,76.3,1,8.7,4,2089.44,64,0
CUST-00410,2023-12-03,28,Business,Healthcare,APAC,20,0.832,74,78.6,5,9.6,2,388.35,60,0
CUST-00411,2021-01-22,63,Pro,Services,APAC,10,0.749,70,100.0,2,5.9,0,147.51,54,0
CUST-00412,2022-07-24,44,Pro,Manufacturing,LATAM,18,0.908,91,83.0,1,5.4,2,114.05,27,0
CUST-00413,2023-04-21,35,Enterprise,Manufacturing,NA,126,0.575,65,57.2,1,8.9,0,1870.08,66,0
CUST-00414,2022-07-03,45,Business,Services,LATAM,64,0.524,75,91.9,4,9.7,1,515.36,63,0
CUST-00415,2021-05-01,59,Enterprise,Manufacturing,EU,317,0.926,74,83.9,0,6.2,3,1946.55,89,0
CUST-00416,2023-02-26,37,Starter,Education,NA,5,0.742,72,85.2,2,11.6,3,63.55,37,0
CUST-00417,2022-05-03,47,Starter,Education,EU,8,0.855,90,73.6,2,14.8,2,46.88,73,0
CUST-00418,2023-01-12,39,Starter,Healthcare,LATAM,7,0.582,32,70.1,3,10.4,3,50.51,78,0
CUST-00419,2021-01-02,63,Business,Healthcare,EU,27,0.973,86,71.2,3,10.2,0,390.18,100,0
CUST-00420,2021-01-14,63,Business,Education,LATAM,97,0.881,45,100.0,3,5.8,3,470.22,68,0
CUST-00421,2022-12-25,39,Starter,Healthcare,APAC,6,0.705,68,84.5,5,11.9,3,42.11,66,0
CUST-00422,2024-03-24,24,Enterprise,Services,LATAM,196,0.811,66,100.0,3,9.0,0,2036.57,39,0
CUST-00423,2023-02-07,38,Enterprise,Services,EU,468,0.832,53,66.1,2,9.9,0,2556.1,41,0
CUST-00424,2024-02-06,26,Starter,Manufacturing,LATAM,1,0.581,20,40.6,3,7.8,3,41.86,68,0
CUST-00425,2023-10-14,30,Pro,Retail,EU,8,0.722,56,72.8,1,7.1,1,160.7,24,0
CUST-00426,2021-12-04,52,Business,Services,EU,55,0.83,78,100.0,0,7.0,2,482.08,70,0
CUST-00427,2021-05-03,59,Starter,Education,NA,7,0.646,54,65.1,3,13.5,1,58.1,78,0
CUST-00428,2022-11-02,41,Business,Services,LATAM,64,0.56,59,83.1,3,12.7,1,441.06,63,0
CUST-00429,2023-01-15,39,Starter,Retail,LATAM,3,0.754,47,60.3,2,10.9,0,48.05,71,0
CUST-00430,2023-07-14,33,Enterprise,Retail,LATAM,436,0.905,62,70.2,1,8.4,1,1792.04,65,0
CUST-00431,2022-09-18,43,Business,Healthcare,EU,88,0.94,69,80.0,2,6.6,2,461.56,57,0
CUST-00432,2024-01-10,27,Enterprise,Retail,LATAM,123,0.86,71,100.0,6,13.9,2,2489.65,89,0
CUST-00433,2023-10-10,30,Business,Services,LATAM,84,0.903,76,96.6,2,5.8,2,529.08,85,0
CUST-00434,2022-12-05,40,Starter,Manufacturing,LATAM,4,0.858,40,47.9,2,7.2,0,40.62,77,0
CUST-00435,2022-10-24,41,Pro,Manufacturing,LATAM,15,0.792,61,91.8,0,9.9,0,145.02,66,0
CUST-00436,2021-01-23,63,Business,Retail,LATAM,74,0.462,69,47.1,3,10.1,2,448.84,36,0
CUST-00437,2023-07-27,32,Starter,Manufacturing,EU,1,0.884,81,69.3,2,8.3,3,49.99,82,0
CUST-00438,2023-03-28,36,Business,Education,LATAM,71,0.646,81,77.5,3,9.7,2,466.71,47,0
CUST-00439,2023-12-12,28,Starter,Retail,APAC,1,0.54,40,82.7,5,10.8,3,47.69,45,0
CUST-00440,2021-04-22,60,Starter,Services,EU,9,0.544,68,89.6,2,2.3,3,48.52,63,0
CUST-00441,2021-06-25,58,Pro,Services,NA,15,1.0,48,70.5,9,12.2,1,108.8,49,0
CUST-00442,2023-03-17,37,Business,Education,APAC,32,0.846,76,86.1,1,8.1,1,478.88,92,0
CUST-00443,2022-08-11,44,Pro,Services,EU,14,0.624,63,81.9,6,9.8,2,145.51,19,0
CUST-00444,2022-12-06,40,Pro,Retail,NA,21,0.677,73,52.2,1,6.3,2,158.56,61,0
CUST-00445,2022-06-06,46,Pro,Education,LATAM,16,0.78,81,100.0,2,4.6,1,146.06,98,0
CUST-00446,2023-02-08,38,Business,Retail,EU,34,0.861,91,62.8,4,8.1,0,478.69,72,0
CUST-00447,2023-03-02,37,Pro,Manufacturing,LATAM,17,0.822,58,81.6,2,7.7,3,95.94,57,0
CUST-00448,2021-08-16,56,Pro,Services,NA,30,0.641,61,62.3,3,11.1,0,158.49,67,0
CUST-00449,2023-07-02,33,Pro,Services,LATAM,24,0.828,63,55.5,4,12.7,1,152.8,54,0
CUST-00450,2022-08-16,44,Pro,Services,NA,14,0.688,47,78.1,3,7.0,1,163.65,80,0
CUST-00451,2022-11-22,40,Starter,Manufacturing,EU,8,0.867,60,75.1,5,11.8,2,51.97,68,0
CUST-00452,2023-01-12,39,Business,Healthcare,LATAM,77,0.788,95,75.1,2,4.1,3,525.41,44,0
CUST-00453,2023-06-13,34,Starter,Healthcare,LATAM,5,0.596,61,66.1,3,8.9,1,54.37,55,0
CUST-00454,2021-12-27,51,Business,Education,APAC,29,0.883,101,94.9,5,13.4,1,391.56,61,0
CUST-00455,2021-01-09,63,Business,Education,LATAM,77,0.837,62,100.0,1,6.4,1,370.48,73,0
CUST-00456,2021-08-06,56,Pro,Manufacturing,LATAM,16,0.709,52,90.6,3,12.1,0,160.88,60,0
CUST-00457,2024-03-04,25,Business,Manufacturing,LATAM,24,0.89,82,81.3,3,10.9,2,568.57,70,0
CUST-00458,2021-09-25,54,Business,Education,APAC,83,0.874,85,52.2,3,9.4,0,491.63,67,0
CUST-00459,2021-10-27,53,Starter,Education,EU,3,0.89,60,86.6,3,8.2,3,44.86,47,0
CUST-00460,2023-10-27,29,Business,Education,NA,95,0.887,86,94.7,0,4.2,1,511.14,60,0
CUST-00461,2021-10-10,54,Enterprise,Healthcare,APAC,477,0.748,67,84.5,3,5.2,1,2129.0,51,0
CUST-00462,2022-07-12,45,Starter,Manufacturing,EU,6,0.456,32,52.1,1,3.4,3,57.07,54,0
CUST-00463,2022-03-21,49,Starter,Manufacturing,APAC,6,0.738,66,75.4,7,15.7,3,58.89,39,0
CUST-00464,2023-03-05,37,Pro,Manufacturing,EU,8,0.831,73,100.0,2,11.5,1,177.65,81,0
CUST-00465,2022-12-15,40,Pro,Education,APAC,20,0.788,62,64.4,1,3.9,2,136.89,45,0
CUST-00466,2022-09-10,43,Pro,Education,EU,16,0.328,23,70.6,3,9.0,1,147.59,12,0
CUST-00467,2022-08-25,43,Pro,Manufacturing,LATAM,9,0.882,58,69.8,1,2.7,1,173.98,100,0
CUST-00468,2023-09-28,30,Business,Education,LATAM,76,0.643,75,73.2,1,4.2,2,507.34,44,0
CUST-00469,2022-11-29,40,Starter,Education,LATAM,5,0.813,49,58.2,4,10.5,5,51.16,74,0
CUST-00470,2022-09-03,43,Pro,Manufacturing,NA,23,1.0,76,77.7,2,6.4,1,170.57,77,0
CUST-00471,2023-12-01,28,Business,Services,APAC,56,0.742,81,70.1,2,2.9,2,420.55,44,0
CUST-00472,2021-04-22,60,Pro,Retail,EU,29,0.846,62,84.6,2,12.0,0,145.02,59,0
CUST-00473,2023-09-28,30,Pro,Manufacturing,EU,16,0.785,59,94.9,0,5.4,1,113.35,60,0
CUST-00474,2021-08-26,55,Starter,Education,EU,4,0.789,61,94.9,2,4.9,1,48.6,66,0
CUST-00475,2022-02-03,50,Starter,Education,APAC,4,0.726,57,57.5,5,11.3,1,47.0,35,0
CUST-00476,2021-01-16,63,Pro,Services,EU,30,0.702,41,77.0,3,8.6,3,141.24,51,0
CUST-00477,2022-11-17,41,Pro,Education,LATAM,21,0.644,49,53.4,3,9.9,0,125.94,52,0
CUST-00478,2023-09-25,30,Business,Manufacturing,NA,32,1.0,81,83.8,1,5.8,1,461.67,89,0
CUST-00479,2022-04-04,48,Pro,Healthcare,NA,13,0.846,77,76.5,3,9.6,1,137.93,51,0
CUST-00480,2023-03-07,37,Enterprise,Services,LATAM,412,0.905,70,68.8,1,9.0,4,1916.27,49,0
CUST-00481,2022-04-17,48,Business,Education,LATAM,99,0.84,93,84.1,3,5.5,0,447.02,48,0
CUST-00482,2023-07-01,33,Starter,Services,LATAM,9,0.856,44,71.4,4,8.2,3,41.34,62,0
CUST-00483,2024-04-13,23,Starter,Education,LATAM,7,0.576,48,72.6,2,9.8,1,47.3,21,0
CUST-00484,2023-05-09,35,Business,Manufacturing,LATAM,75,0.792,99,100.0,0,4.1,1,414.22,87,0
CUST-00485,2022-02-13,50,Starter,Healthcare,APAC,3,0.786,50,57.7,7,13.0,2,37.41,45,0
CUST-00486,2023-09-17,30,Starter,Retail,LATAM,8,0.904,53,90.4,3,7.6,2,52.84,68,0
CUST-00487,2021-02-15,62,Starter,Services,APAC,7,1.0,62,92.1,7,12.2,0,57.66,55,0
CUST-00488,2024-03-30,24,Business,Healthcare,LATAM,26,0.841,99,91.5,5,9.8,0,422.39,40,0
