date,store_id,region,product_category,day_of_week,month,holiday_flag,promo_flag,discount_pct,ad_spend,web_traffic,competitor_price_index,inventory_level,avg_temp_c,unit_price,units_sold,revenue,profit
2024-02-27,14,South,Snacks,1,2,0,0,0.079,618.2,2719,1.06,1056,27.0,15.84,125,1818.46,769.09
2024-02-04,1,West,Personal Care,6,2,0,0,0.133,734.11,4951,1.016,1189,9.5,12.22,66,699.68,174.15
2023-05-10,10,North,Dairy,2,5,0,0,0.043,313.85,5290,1.061,1200,17.5,15.37,133,1962.86,777.82
2023-12-05,10,North,Dairy,1,12,0,0,0.1,419.09,4170,1.026,1099,11.8,14.05,89,1125.37,452.78
2024-09-17,13,East,Dairy,1,9,0,0,0.089,512.18,4655,1.118,1430,17.5,17.79,53,853.58,213.13
2023-01-15,4,North,Snacks,6,1,0,0,0.148,312.82,3067,0.954,1287,29.3,14.37,108,1328.29,433.39
2024-07-07,4,South,Dairy,6,7,0,0,0.181,493.25,3760,0.995,1670,17.0,14.01,103,1183.22,352.36
2023-12-26,16,West,Snacks,1,12,0,0,0.179,414.01,4628,0.953,939,10.3,13.78,75,850.86,270.87
2024-06-09,14,North,Snacks,6,6,0,1,0.149,660.79,6990,1.03,1181,10.3,14.33,118,1432.12,498.01
2024-04-29,17,East,Cleaning,0,4,0,1,0.26,707.83,6663,0.952,1413,31.2,12.25,74,666.92,206.13
2023-11-12,6,North,Beverages,6,11,1,0,0.117,581.4,4969,1.077,913,7.8,15.11,157,2100.62,669.89
2023-08-14,20,East,Cleaning,0,8,0,0,0.101,476.22,3960,0.968,1166,31.8,12.0,57,614.03,160.46
2024-04-02,6,East,Snacks,1,4,0,1,0.157,604.19,5201,1.051,1325,21.6,12.27,98,1016.4,341.36
2023-04-13,14,North,Cleaning,3,4,0,0,0.086,361.17,2905,1.028,791,38.6,11.52,72,762.05,181.72
2024-03-02,4,North,Cleaning,5,3,0,1,0.305,681.03,3940,0.942,1237,29.4,12.85,45,402.73,102.53
2023-03-11,19,South,Cleaning,5,3,0,0,0.138,442.84,2814,1.013,1313,18.8,11.06,55,525.55,200.91
2024-04-19,7,South,Dairy,4,4,0,1,0.21,629.78,5134,0.98,1198,27.4,15.94,134,1687.84,736.28
2024-04-03,17,North,Personal Care,2,4,0,1,0.184,751.83,5193,0.992,1103,30.6,13.54,109,1208.04,500.85
2023-03-03,7,East,Dairy,4,3,0,0,0.267,159.64,1656,0.943,1213,23.6,14.7,48,515.02,193.59
2024-07-06,16,North,Cleaning,5,7,0,0,0.198,333.13,3466,0.935,1479,23.0,13.67,60,657.04,230.65
2023-10-31,10,East,Cleaning,1,10,0,0,0.077,405.21,3429,0.984,1356,14.9,9.57,59,523.49,148.64
2024-07-28,2,North,Snacks,6,7,0,0,0.104,313.02,2384,0.91,1426,21.6,13.25,77,919.84,325.81
2023-01-31,4,East,Snacks,1,1,1,0,0.107,830.67,4659,1.035,997,17.9,15.93,103,1458.11,426.14
2023-05-12,14,North,Snacks,4,5,0,1,0.209,703.02,5020,0.906,1561,17.9,16.76,107,1420.73,480.45
2023-12-27,4,South,Snacks,2,12,0,0,0.078,478.28,3380,0.99,1179,13.5,17.4,80,1280.68,447.53
2023-05-18,6,West,Snacks,3,5,0,0,0.146,372.68,4452,1.016,1431,26.0,14.27,80,971.98,367.61
2023-08-29,11,North,Snacks,1,8,0,1,0.287,697.48,3580,0.99,849,2.7,14.84,101,1071.81,275.25
2024-04-27,6,East,Dairy,5,4,0,0,0.041,255.56,1479,0.921,804,27.0,16.14,91,1404.65,620.88
2023-04-16,3,South,Beverages,6,4,0,0,0.052,422.83,3771,1.002,1307,25.4,16.29,102,1567.86,538.34
2024-05-09,13,South,Cleaning,3,5,0,1,0.171,550.08,4937,1.0,1226,17.1,12.44,74,764.26,253.35
2023-03-17,14,South,Snacks,4,3,0,0,0.094,405.62,4081,0.999,1408,22.9,15.5,104,1465.7,467.23
2023-05-08,15,West,Cleaning,0,5,0,0,0.24,40.41,2136,1.027,1399,23.1,12.64,76,730.89,275.27
2024-03-04,19,North,Beverages,0,3,0,0,0.18,269.52,2482,0.934,1289,36.5,15.23,63,783.54,275.85
2024-08-02,3,North,Dairy,4,8,0,1,0.257,934.23,5996,0.853,1240,15.3,13.71,105,1074.49,347.89
2023-05-05,9,North,Beverages,4,5,0,0,0.104,582.86,3851,1.034,1169,31.1,14.04,113,1417.94,393.41
2023-08-07,5,South,Cleaning,0,8,0,0,0.103,661.05,5879,0.967,1406,13.3,11.27,94,951.66,308.63
2024-11-06,19,North,Snacks,2,11,0,0,0.033,672.04,4224,0.924,1313,-0.2,12.54,91,1105.57,257.47
2024-12-23,11,East,Personal Care,0,12,0,0,0.167,557.68,4125,0.97,1635,18.0,11.19,95,886.55,280.21
2024-02-29,2,South,Snacks,3,2,0,1,0.229,627.54,7310,1.024,1169,18.1,13.61,139,1461.08,503.42
2023-11-23,14,West,Dairy,3,11,0,0,0.197,284.04,3177,0.908,1215,9.1,14.63,74,867.02,313.04
2023-09-11,1,South,Snacks,0,9,0,1,0.187,883.48,6351,1.09,1247,4.8,14.35,132,1542.73,472.04
2024-03-23,6,South,Dairy,5,3,0,0,0.111,460.33,4463,0.95,1212,25.4,15.78,119,1668.98,646.49
2024-03-07,15,South,Dairy,3,3,0,0,0.13,849.04,5705,0.992,1214,31.3,15.26,146,1937.54,654.22
2023-08-04,11,South,Snacks,4,8,0,1,0.254,641.58,5385,0.896,1129,19.6,13.84,133,1377.59,471.6
2023-01-17,16,South,Beverages,1,1,0,0,0.032,765.66,4971,1.014,869,27.5,13.22,167,2142.04,717.89
2023-04-21,12,South,Beverages,4,4,1,0,0.164,544.91,4225,0.972,1181,36.4,15.73,148,1944.34,661.23
2024-11-30,17,South,Beverages,5,11,0,1,0.199,913.77,5423,0.896,764,-1.2,14.36,113,1295.7,393.22
2023-11-02,12,East,Personal Care,3,11,0,0,0.056,721.47,4957,1.147,1175,3.9,12.89,109,1323.51,438.94
2023-12-19,2,North,Snacks,1,12,0,0,0.0,286.33,5185,0.995,1252,3.2,13.94,116,1616.14,464.45
2023-12-07,2,South,Beverages,3,12,0,1,0.192,622.4,6157,0.947,1227,17.8,13.47,159,1729.3,570.8
2024-07-25,16,North,Personal Care,3,7,0,0,0.207,284.72,3628,1.017,1056,13.8,12.76,43,435.88,86.06
2023-02-17,1,South,Beverages,4,2,0,0,0.22,253.21,4030,1.056,1038,19.1,13.71,106,1133.77,407.75
2023-03-02,8,West,Snacks,3,3,0,0,0.141,556.73,3388,1.041,1568,23.6,13.8,77,914.13,259.0
2023-07-21,1,North,Cleaning,4,7,0,0,0.238,418.54,3521,0.901,947,20.3,12.92,68,666.41,243.94
2023-12-22,7,West,Personal Care,4,12,0,0,0.117,458.38,4728,1.001,1422,5.1,14.07,76,947.04,256.87
2024-05-04,12,South,Cleaning,5,5,1,1,0.257,909.0,7265,0.862,680,17.4,14.17,132,1384.12,501.98
2023-12-25,4,North,Dairy,0,12,0,0,0.093,152.82,2265,1.042,1580,14.0,16.7,37,554.36,185.8
2023-11-19,10,East,Personal Care,6,11,0,1,0.169,905.88,5482,0.896,1194,18.3,16.24,117,1573.42,546.23
2024-11-15,20,South,Beverages,4,11,0,0,0.079,394.14,5646,0.96,692,10.9,15.28,116,1626.72,549.86
2023-04-28,2,East,Personal Care,4,4,0,0,0.0,535.18,4192,1.02,949,21.3,14.26,104,1482.17,537.81
2024-02-22,2,South,Personal Care,3,2,0,0,0.197,549.31,5789,0.993,1122,9.1,12.82,128,1320.7,510.04
2024-01-31,6,East,Personal Care,2,1,0,1,0.162,919.33,6144,0.967,1204,23.7,14.66,104,1280.42,430.4
2023-12-12,17,South,Snacks,1,12,0,0,0.072,433.22,4021,1.078,1002,9.6,13.28,102,1251.73,344.52
2024-08-12,9,South,Beverages,0,8,0,0,0.049,110.22,2556,1.044,1348,7.1,12.44,86,1018.87,354.55
2023-07-14,13,East,Cleaning,4,7,1,1,0.188,829.14,6536,1.005,1263,7.7,14.14,118,1349.35,533.38
2024-11-27,1,South,Dairy,2,11,0,0,0.226,482.11,5168,0.902,695,2.4,13.25,121,1236.82,363.68
2023-08-31,15,South,Dairy,3,8,0,0,0.246,284.52,2422,1.044,1719,8.2,15.61,58,681.81,266.72
2024-02-02,2,East,Personal Care,4,2,0,1,0.1,723.6,5054,0.955,1153,20.6,12.27,100,1098.89,318.85
2024-01-16,15,West,Dairy,1,1,0,0,0.099,392.24,4500,1.082,1046,10.7,16.58,120,1794.44,600.88
2024-09-12,3,West,Snacks,3,9,0,0,0.058,235.16,3089,1.107,967,12.2,15.97,70,1048.91,347.45
2023-11-17,18,West,Snacks,4,11,0,0,0.179,557.44,3728,1.001,1380,9.6,14.94,51,629.97,136.42
2023-07-27,6,East,Beverages,3,7,0,0,0.137,359.8,4488,1.037,520,31.3,16.24,81,1134.87,449.48
2023-01-16,4,East,Beverages,0,1,0,0,0.082,384.98,4648,0.85,1202,7.8,14.51,84,1113.81,358.43
2023-09-23,7,West,Beverages,5,9,0,1,0.204,625.99,4673,0.959,867,12.0,17.63,72,1008.46,269.62
2024-08-26,1,South,Cleaning,0,8,0,0,0.091,647.68,4634,1.052,1328,15.0,13.04,80,952.41,340.74
2023-01-08,4,North,Cleaning,6,1,0,1,0.297,693.45,4193,0.992,1195,11.8,10.74,71,539.5,169.65
2024-10-16,12,West,Dairy,2,10,0,1,0.233,712.66,4532,0.901,1191,10.6,15.1,105,1217.6,423.16
2024-02-01,7,East,Snacks,3,2,1,0,0.16,499.5,4110,0.965,1166,26.6,13.99,114,1338.86,447.07
2023-04-13,8,South,Cleaning,3,4,0,1,0.04,774.06,5550,0.883,1101,26.6,11.65,130,1453.17,592.76
2023-08-09,17,North,Cleaning,2,8,0,1,0.196,915.89,5077,0.992,929,22.3,9.68,73,569.61,127.48
2024-02-09,3,South,Personal Care,4,2,0,1,0.325,803.66,4967,0.85,1471,8.9,14.04,110,1039.16,403.77
2023-08-19,8,South,Dairy,5,8,0,0,0.2,559.9,3221,1.027,1292,8.9,13.06,103,1075.15,294.24
2023-03-21,4,East,Cleaning,1,3,0,0,0.009,547.0,4551,1.077,481,33.8,8.46,98,818.93,246.4
2024-05-01,10,North,Dairy,2,5,0,0,0.101,229.16,1417,0.971,1353,30.4,14.52,72,945.52,250.52
2024-05-05,7,West,Dairy,6,5,0,0,0.048,309.82,2519,1.034,1216,28.2,13.94,59,780.21,245.6
2023-03-28,1,East,Personal Care,1,3,0,0,0.223,417.2,2075,0.953,1217,32.3,12.29,76,722.82,252.31
2023-07-25,2,East,Snacks,1,7,1,0,0.135,453.86,4239,0.998,1413,6.5,9.86,133,1133.6,439.73
2023-06-28,18,North,Snacks,2,6,1,0,0.074,399.67,2077,0.944,1260,26.8,13.01,95,1150.27,391.39
2024-04-26,2,East,Snacks,4,4,1,1,0.202,520.45,4790,1.001,940,32.4,13.96,115,1279.56,446.53
2024-06-17,16,West,Dairy,0,6,0,0,0.0,234.56,4679,0.938,1180,18.0,14.11,93,1317.82,403.85
2024-06-14,19,East,Dairy,4,6,0,0,0.055,408.96,5233,0.915,1407,37.8,15.54,100,1465.73,592.32
2024-11-16,10,North,Cleaning,5,11,0,0,0.122,438.89,2191,0.983,868,12.2,13.95,48,591.05,129.77
2024-07-15,7,South,Snacks,0,7,0,0,0.171,323.11,3738,0.967,855,4.8,14.92,96,1186.62,349.43
2023-08-23,16,West,Beverages,2,8,0,0,0.004,462.63,2998,1.033,1303,16.3,15.94,99,1579.57,579.3
2023-03-20,20,South,Personal Care,0,3,0,0,0.097,380.59,2568,0.963,993,20.6,15.05,93,1263.85,336.21
2024-03-24,3,South,Snacks,6,3,0,0,0.181,624.49,4271,1.069,1380,31.9,12.77,113,1178.9,444.19
2024-10-30,20,West,Personal Care,2,10,0,0,0.033,424.14,4878,1.02,1611,13.3,14.11,68,926.93,308.78
2024-12-12,19,West,Beverages,3,12,0,0,0.134,561.41,4724,0.998,1547,10.4,15.89,89,1229.82,500.91
2023-06-18,3,North,Dairy,6,6,0,0,0.124,482.51,3304,0.999,975,31.0,14.39,75,943.26,232.75
2023-06-22,2,South,Dairy,3,6,0,0,0.223,225.67,3812,1.014,1350,27.6,13.89,72,777.65,341.51
2023-01-28,15,North,Cleaning,5,1,0,0,0.106,435.49,1787,1.022,772,13.0,12.74,88,1005.32,419.59
2023-04-14,2,East,Beverages,4,4,0,0,0.11,252.3,2579,1.015,1584,25.1,12.43,131,1446.63,575.44
2024-02-10,13,East,Personal Care,5,2,0,0,0.171,432.7,3057,1.014,1557,25.1,11.98,86,849.36,231.98
2024-02-04,2,South,Dairy,6,2,0,0,0.04,330.78,3563,0.919,789,19.8,14.07,98,1317.13,411.16
2023-09-28,14,North,Dairy,3,9,0,1,0.187,761.11,5301,0.884,1447,9.1,15.63,74,942.79,291.62
2023-08-15,5,North,Dairy,1,8,0,1,0.173,485.22,4528,0.973,1774,14.2,15.31,94,1185.24,351.19
2024-08-28,2,South,Beverages,2,8,0,1,0.192,702.35,5150,0.962,1231,7.6,15.95,104,1340.12,460.79
2023-12-02,2,East,Dairy,5,12,0,0,0.171,541.59,4145,1.006,1568,0.6,13.71,114,1293.64,420.93
2024-08-13,4,South,Snacks,1,8,0,0,0.153,595.22,4772,0.983,1410,15.4,12.83,69,747.75,174.77
2024-12-04,11,North,Snacks,2,12,1,0,0.075,447.73,3978,1.03,1184,2.1,14.93,105,1449.67,532.93
2023-08-20,2,North,Cleaning,6,8,0,1,0.208,702.84,5053,0.906,969,8.0,10.88,70,600.35,194.91
2023-05-28,17,North,Dairy,6,5,0,1,0.289,729.46,5750,0.947,1213,14.3,14.16,108,1086.17,328.84
2024-11-26,13,East,Beverages,1,11,0,1,0.15,947.54,6786,0.915,1115,1.2,11.9,147,1482.21,432.57
2024-04-08,6,West,Beverages,0,4,0,1,0.209,462.99,4089,0.987,1636,28.6,14.91,126,1487.6,520.03
2023-08-01,20,West,Beverages,1,8,0,0,0.108,304.22,3359,0.899,906,12.7,16.66,82,1222.43,378.86
2024-03-29,14,South,Beverages,4,3,0,1,0.196,1148.71,7692,0.988,1171,23.4,13.06,181,1904.64,651.03
2024-01-11,14,East,Dairy,3,1,0,1,0.102,656.3,4176,0.921,1351,10.1,16.43,92,1355.83,454.07
2024-10-23,4,South,Beverages,2,10,0,0,0.205,147.44,4567,0.95,1077,6.1,14.42,87,995.26,347.76
2023-07-06,15,East,Personal Care,3,7,0,1,0.154,606.79,3815,1.026,1094,20.3,11.03,103,965.48,304.47
2024-12-24,12,East,Beverages,1,12,0,0,0.182,30.0,2279,0.986,890,13.7,13.25,71,765.2,226.65
2024-11-14,20,South,Beverages,3,11,0,1,0.163,738.55,4560,0.897,1042,16.0,13.16,104,1145.77,355.14
2023-05-12,10,East,Personal Care,4,5,0,1,0.162,829.57,7658,0.946,861,30.7,13.06,124,1358.79,470.62
2023-05-01,14,South,Snacks,0,5,0,0,0.193,304.13,2959,0.897,1209,23.4,14.79,101,1203.11,401.09
2024-01-25,7,West,Snacks,3,1,0,1,0.26,624.68,4623,0.87,854,6.9,16.79,74,917.43,252.37
2023-02-02,1,North,Personal Care,3,2,0,0,0.133,597.78,3960,0.993,1139,17.5,11.5,64,635.02,168.9
2023-08-07,3,South,Personal Care,0,8,0,1,0.246,419.97,4546,0.987,1260,13.4,12.82,89,857.94,261.58
2023-11-14,18,North,Cleaning,1,11,0,1,0.183,488.55,4370,0.996,1070,6.4,10.75,64,563.92,217.44
2024-12-08,15,North,Beverages,6,12,1,0,0.119,533.5,3981,1.02,1105,7.7,12.72,82,916.25,419.69
2024-12-25,8,North,Dairy,2,12,0,1,0.16,579.63,1763,0.979,1163,14.4,15.13,95,1211.75,336.83
2023-04-21,14,South,Personal Care,4,4,0,0,0.174,402.98,3760,0.963,1254,40.0,13.5,62,687.16,213.8
2024-10-12,1,West,Personal Care,5,10,0,0,0.078,247.8,3259,0.947,1142,7.1,10.96,61,613.29,213.89
2023-03-08,1,South,Beverages,2,3,0,0,0.209,484.29,4888,0.946,1386,24.9,14.53,97,1119.69,347.87
2024-06-30,11,South,Snacks,6,6,0,0,0.101,426.12,4957,0.929,1439,14.1,12.51,106,1191.25,303.79
2024-09-09,13,East,Snacks,0,9,0,0,0.121,537.87,3945,0.947,1097,18.5,14.22,71,891.12,232.61
2024-10-12,19,East,Beverages,5,10,0,0,0.166,482.06,4681,0.983,1355,15.2,16.28,110,1488.84,455.56
2023-06-13,16,North,Cleaning,1,6,0,0,0.121,483.07,2958,0.984,1301,26.8,12.65,69,762.29,284.82
2024-10-14,6,South,Snacks,0,10,0,0,0.102,218.59,3846,1.148,680,18.2,14.45,97,1258.95,508.55
2023-03-26,17,West,Snacks,6,3,1,1,0.198,898.81,5381,0.903,1383,22.4,13.46,122,1314.07,584.24
2024-01-14,10,West,Beverages,6,1,0,0,0.174,397.06,2625,0.97,1032,16.2,14.59,120,1442.41,470.66
2023-12-09,17,South,Dairy,5,12,1,1,0.16,793.34,5413,0.909,1206,24.3,15.79,89,1178.34,318.98
2023-08-19,4,West,Beverages,5,8,0,0,0.112,617.72,5614,0.973,1256,17.8,15.15,84,1131.38,313.18
2023-01-17,1,North,Snacks,1,1,0,0,0.121,334.89,3668,0.972,972,4.7,14.06,116,1432.0,469.01
2024-07-17,2,South,Beverages,2,7,0,0,0.172,666.19,5845,1.019,1506,20.7,14.8,126,1540.11,543.81
2023-09-02,20,West,Personal Care,5,9,0,0,0.114,681.12,3869,0.969,1558,7.6,11.66,83,861.89,297.35
2024-04-28,2,West,Beverages,6,4,0,0,0.228,570.45,5154,0.953,1388,31.4,13.47,116,1204.54,461.8
2023-10-27,19,East,Dairy,4,10,0,0,0.111,293.1,2792,0.971,975,12.4,15.99,80,1140.6,419.3
2023-09-30,15,North,Beverages,5,9,0,0,0.106,100.19,3003,0.924,1307,0.6,15.68,84,1178.15,497.28
2024-10-08,3,North,Beverages,1,10,0,0,0.11,622.61,4563,0.96,1381,11.6,14.63,81,1061.01,260.22
2023-03-10,18,North,Beverages,4,3,0,0,0.041,467.82,4499,0.991,1046,26.2,16.57,134,2132.17,911.64
2024-06-21,3,North,Beverages,4,6,0,0,0.058,330.77,3718,1.009,1202,24.2,15.21,117,1679.93,628.46
2024-06-29,3,North,Beverages,5,6,0,1,0.168,887.77,5198,1.006,1318,25.5,14.17,159,1879.58,825.18
2023-10-05,12,South,Dairy,3,10,0,0,0.188,312.15,4229,0.961,910,19.0,13.29,106,1140.39,391.47
2023-07-11,6,South,Cleaning,1,7,0,1,0.198,632.14,6655,0.958,1547,20.5,14.01,109,1228.22,416.3
2023-01-04,6,West,Beverages,2,1,1,1,0.171,903.98,5387,0.891,1343,18.1,15.58,111,1427.43,495.57
2024-11-14,4,South,Snacks,3,11,0,1,0.274,521.82,3114,0.979,1047,18.0,16.72,110,1341.7,530.68
2024-11-22,13,North,Dairy,4,11,0,1,0.293,682.48,5697,0.912,1068,24.5,18.03,75,957.83,309.26
2023-06-25,1,West,Snacks,6,6,0,0,0.195,624.26,4075,1.009,1449,27.5,12.4,98,982.22,350.04
2023-01-24,5,North,Snacks,1,1,0,0,0.069,483.78,3833,1.069,1106,19.2,12.4,90,1034.78,361.59
2023-03-31,12,East,Beverages,4,3,1,0,0.09,769.59,5309,0.988,1442,27.5,10.49,134,1281.67,300.03
2023-02-19,10,North,Snacks,6,2,0,1,0.309,881.38,5433,0.892,1229,23.5,15.49,127,1354.76,432.64
2024-08-29,14,South,Dairy,3,8,0,0,0.134,451.24,3612,0.986,1072,14.1,15.92,85,1176.42,379.6
2024-10-13,5,East,Personal Care,6,10,0,0,0.104,76.12,2638,1.011,1135,23.0,13.64,66,801.75,317.2
2023-04-22,13,West,Personal Care,5,4,0,1,0.243,523.08,6092,0.943,923,21.5,11.78,83,735.96,266.68
2024-06-29,16,West,Personal Care,5,6,0,0,0.18,572.13,4243,0.947,1406,28.9,13.38,75,822.32,267.66
2023-05-11,8,West,Snacks,3,5,0,0,0.086,201.96,1994,1.027,1446,24.2,14.46,61,804.06,188.72
2023-09-26,6,North,Beverages,1,9,0,1,0.213,647.73,4067,0.992,1202,2.2,15.6,94,1148.88,401.27
2024-03-13,12,West,Snacks,2,3,0,0,0.176,504.16,4138,0.959,1450,23.8,14.58,89,1066.4,345.63
2024-06-09,12,East,Snacks,6,6,1,0,0.05,805.13,3899,0.925,1099,18.7,15.13,156,2246.13,882.15
2024-09-30,2,East,Beverages,0,9,0,1,0.201,608.0,3618,0.993,1391,14.5,14.33,91,1044.82,492.33
2023-02-02,12,South,Beverages,3,2,0,0,0.053,347.04,4113,0.968,1397,22.5,16.15,72,1108.51,437.25
2023-05-24,4,South,Snacks,2,5,0,0,0.061,441.61,4441,1.015,1183,18.8,15.08,135,1918.33,465.29
2023-07-24,12,East,Snacks,0,7,1,0,0.086,626.15,4047,1.006,1156,26.8,12.54,116,1332.79,416.69
2023-08-15,19,South,Beverages,1,8,0,1,0.229,675.32,5490,0.868,1196,20.5,16.44,114,1450.82,378.25
2024-12-29,11,South,Cleaning,6,12,0,0,0.101,617.88,4523,0.999,1660,23.5,13.72,79,976.88,338.77
2024-07-21,16,North,Snacks,6,7,0,1,0.161,572.14,5459,1.005,1209,19.4,14.85,98,1223.11,563.14
2023-08-22,7,North,Personal Care,1,8,0,1,0.203,719.23,5902,1.001,882,13.8,13.89,129,1432.35,566.16
2024-12-10,19,South,Snacks,1,12,0,0,0.051,521.23,1718,1.013,1335,18.2,16.52,82,1286.56,421.65
2023-12-31,17,North,Dairy,6,12,0,0,0.146,385.96,3441,0.885,1059,10.5,12.71,44,478.49,145.26
2024-01-01,19,North,Beverages,0,1,0,0,0.188,584.35,4719,1.037,857,18.8,16.24,105,1383.24,479.6
2023-11-13,15,North,Dairy,0,11,1,1,0.195,843.83,5362,0.992,1739,10.0,14.33,129,1484.08,535.79
2023-04-16,13,East,Beverages,6,4,0,0,0.108,576.22,4261,0.933,1382,17.2,16.03,120,1718.31,526.12
2024-11-13,11,North,Beverages,2,11,0,0,0.142,481.06,4619,0.945,1202,11.8,14.67,77,974.48,356.24
2023-01-11,19,North,Dairy,2,1,0,0,0.0,510.22,4104,1.032,1436,15.4,13.26,80,1057.4,344.72
2023-05-08,17,South,Snacks,0,5,0,1,0.232,598.82,6354,0.996,749,23.5,13.5,107,1114.52,364.73
2023-06-17,9,North,Beverages,5,6,0,0,0.306,349.08,4562,0.919,1711,24.2,15.93,116,1285.88,484.4
2023-07-23,2,East,Personal Care,6,7,0,1,0.193,895.9,5781,1.013,1052,25.6,13.21,107,1136.46,410.26
2023-04-07,1,East,Beverages,4,4,1,0,0.113,671.68,4337,0.902,784,20.9,13.63,99,1200.54,428.12
2023-01-14,5,South,Dairy,5,1,0,1,0.245,536.33,2244,0.907,1434,16.0,14.12,86,920.82,220.74
2024-05-09,2,South,Dairy,3,5,0,0,0.219,478.94,3643,0.862,1024,20.3,15.9,86,1065.79,307.4
2024-12-08,5,South,Snacks,6,12,0,0,0.178,70.2,1493,0.931,1541,9.0,16.65,52,706.62,226.85
2023-03-30,3,North,Snacks,3,3,0,1,0.071,608.17,5224,1.078,1771,21.4,11.2,107,1118.84,420.5
2023-08-05,20,South,Beverages,5,8,0,1,0.234,853.76,5899,1.064,1221,12.8,18.42,110,1549.35,631.83
2024-01-05,2,North,Cleaning,4,1,0,0,0.274,429.98,4416,0.963,1386,21.5,12.29,82,730.85,203.26
2024-11-08,13,North,Snacks,4,11,0,0,0.157,468.87,5164,0.949,1149,13.0,15.01,98,1239.59,377.46
2024-05-21,8,West,Beverages,1,5,0,0,0.051,30.0,2566,0.996,1396,18.6,13.89,95,1247.6,463.13
2024-07-13,4,North,Snacks,5,7,1,0,0.137,507.24,6074,1.009,777,25.8,14.2,121,1485.95,551.61
2024-02-29,15,North,Personal Care,3,2,0,0,0.043,504.12,4222,0.931,1498,27.7,13.77,95,1249.2,525.8
2023-11-01,20,South,Cleaning,2,11,0,1,0.274,774.45,4344,0.923,943,5.7,10.53,67,514.1,111.11
2023-05-26,16,South,Personal Care,4,5,0,0,0.063,603.98,3806,1.076,572,32.3,12.37,89,1032.06,282.66
2024-09-22,20,North,Cleaning,6,9,1,1,0.204,786.36,5224,0.917,1304,13.0,13.66,113,1232.99,447.49
2024-08-10,12,North,Cleaning,5,8,0,0,0.069,423.5,4303,0.965,1538,13.1,9.83,104,951.63,364.03
2023-01-19,14,North,Dairy,3,1,0,0,0.087,236.86,2358,0.999,994,20.1,15.62,47,662.92,191.82
2024-06-06,3,North,Personal Care,3,6,0,1,0.289,667.28,4934,0.962,1318,21.8,12.98,80,737.89,250.7
2023-03-03,18,East,Dairy,4,3,0,0,0.126,248.15,3100,0.957,1454,28.2,13.66,97,1157.0,316.89
2024-06-23,15,East,Snacks,6,6,0,1,0.166,404.34,4010,0.982,961,23.1,16.96,140,1972.87,728.1
2024-08-25,6,South,Cleaning,6,8,0,0,0.051,276.37,4059,1.038,1146,12.0,10.66,112,1128.91,428.69
2023-04-06,8,South,Dairy,3,4,0,1,0.088,941.39,6601,1.096,857,13.8,13.42,129,1573.05,518.9
2023-11-13,13,West,Beverages,0,11,0,1,0.125,656.71,6220,0.982,1076,14.2,14.24,144,1792.63,663.32
2023-04-01,1,West,Snacks,5,4,0,1,0.207,735.18,5108,0.966,1573,23.8,13.12,119,1235.09,340.97
2024-02-19,17,North,Snacks,0,2,0,0,0.179,367.84,4686,1.052,1489,26.7,14.21,110,1283.2,401.36
2024-11-08,6,North,Personal Care,4,11,0,0,0.086,163.51,1763,0.971,1508,14.0,13.72,66,830.18,257.22
2023-03-01,2,South,Snacks,2,3,0,0,0.214,599.78,3050,0.9,1366,22.8,14.53,66,751.59,230.69
2023-10-18,7,West,Cleaning,2,10,0,0,0.077,102.45,1715,1.013,1660,16.1,11.83,52,571.04,221.83
2024-12-11,17,North,Snacks,2,12,0,0,0.106,361.23,3592,1.047,1012,15.2,13.22,100,1186.06,422.34
2023-08-08,6,South,Cleaning,1,8,0,0,0.055,441.26,4906,1.024,1556,15.0,12.9,87,1060.01,390.07
2023-04-07,11,South,Beverages,4,4,0,0,0.179,486.88,3419,0.97,1317,25.2,14.34,101,1184.51,324.3
2023-12-23,17,South,Personal Care,5,12,0,0,0.246,333.76,3072,0.886,1696,24.1,12.81,30,292.4,69.76
2024-01-07,1,South,Dairy,6,1,0,0,0.014,155.93,2773,1.014,1024,13.7,17.07,97,1639.93,618.2
2024-04-28,16,West,Snacks,6,4,0,0,0.099,321.83,3981,1.057,1222,24.1,14.03,100,1267.64,514.68
2023-08-18,6,South,Snacks,4,8,0,0,0.196,330.2,3061,0.909,1231,6.6,15.73,61,765.6,205.53
2024-11-28,14,North,Snacks,3,11,0,0,0.033,326.31,2999,0.999,1420,15.4,15.92,75,1155.79,405.2
2024-01-16,4,North,Snacks,1,1,0,0,0.154,605.21,3105,0.962,1601,14.5,16.0,86,1165.91,402.22
2023-07-29,3,East,Cleaning,5,7,0,0,0.193,255.82,2753,0.937,1279,15.2,12.97,45,465.74,120.43
2024-12-02,16,South,Personal Care,0,12,0,0,0.125,498.16,5054,1.001,1343,10.9,13.5,87,1029.75,377.71
2024-11-06,17,North,Cleaning,2,11,0,1,0.233,725.33,5458,0.984,924,11.4,11.91,50,460.91,124.47
2023-12-31,20,South,Dairy,6,12,0,0,0.226,603.67,3645,0.985,917,6.5,14.66,104,1181.65,414.37
2023-01-19,14,East,Snacks,3,1,0,0,0.237,428.7,4899,0.912,1242,4.5,11.17,88,747.18,298.82
2024-03-11,10,East,Cleaning,0,3,0,1,0.196,826.58,5153,0.889,1269,27.7,13.01,78,817.08,231.47
